WorkerId,Input.object_name,Input.object_description,Answer.colour,Answer.disposition,Answer.function,Answer.height_mean,Answer.height_range,Answer.height_unit_cm.centimeters,Answer.height_unit_f.feet,Answer.height_unit_i.inches,Answer.height_unit_m.meters,Answer.height_unit_mm.millimeters,Answer.height_unit_na.na,Answer.length_mean,Answer.length_range,Answer.length_unit_cm.centimeters,Answer.length_unit_f.feet,Answer.length_unit_i.inches,Answer.length_unit_m.meters,Answer.length_unit_mm.millimeters,Answer.length_unit_na.na,Answer.location,Answer.material,Answer.pattern,Answer.shape,Answer.temperature_mean,Answer.temperature_range,Answer.temperature_unit_c.celsius,Answer.temperature_unit_f.fahrenheit,Answer.temperature_unit_k.kelvin,Answer.temperature_unit_na.na,Answer.texture,Answer.value_mean,Answer.value_range,Answer.value_unit_d.US dollars,Answer.value_unit_e.euros,Answer.value_unit_na.na,Answer.value_unit_p.pounds,Answer.weight_mean,Answer.weight_range,Answer.weight_unit_g.grams,Answer.weight_unit_kg.kilograms,Answer.weight_unit_na.na,Answer.weight_unit_o.ounces,Answer.weight_unit_p.pounds,Answer.width_mean,Answer.width_range,Answer.width_unit_cm.centimeters,Answer.width_unit_f.feet,Answer.width_unit_i.inches,Answer.width_unit_m.meters,Answer.width_unit_mm.millimeters,Answer.width_unit_na.na,Answer.height_unit,Answer.length_unit,Answer.temperature_unit,Answer.value_unit,Answer.weight_unit,Answer.width_unit,Answer.texture_cleaned,Answer.colour_cleaned,Answer.material_cleaned,Answer.shape_cleaned,Answer.pattern_cleaned,Answer.location_cleaned,Answer.disposition_cleaned
A3AHM2WWNW001Z,truck,an automotive vehicle suitable for hauling,"White, black, red, blue, silver","Tough, durable, heavy-duty","Hauling goods, transporting materials, towing",2.5,0.8,false,false,false,true,false,false,7.0,3.0,false,false,false,true,false,false,"Highways, roads, construction sites","Steel, aluminum, plastic, rubber","Solid colors, stripes, company logos","Boxy, rectangular, large",80.0,40.0,true,false,false,false,"Smooth, metallic, rough (tires)",60000.0,40000.0,true,false,false,false,5000.0,3000.0,false,true,false,false,false,2.5,0.5,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'blue', 'red', 'silver', 'white']","['plastic', 'rubber']",['rectangle'],[],[],"['durable', 'tough']"
A2M7AC0B8EHGUN,boat,a small vessel for travel on water,"Red, Blue, White, Silver, Black","Water-repellent, durable, tough, sometimes fragile (wooden boats), buoyant, unstable (inflatable or small boats), fast (speedboats), slow (rowboats), stable (fishing boats).","Travel, fishing, recreation, rescue operations, leisure activities (e.g., sailing), sport (e.g., rowing), cargo transport, military operations.",2.25,1.0,false,false,false,true,false,false,15.0,5.0,false,false,false,true,false,false,"Lake, river, ocean, harbor","Metal (aluminum, steel), wood, fiberglass, plastic, rubber (inflatable boats), composite.","Plain, striped, checkered, camouflage (military boats), logoed (for branding).","V-shaped hull, flat-bottomed",na,7.5,true,false,false,false,"Smooth, rough (for wooden boats), fibrous (for some materials like fiberglass), grippy (for non-slip surfaces).",10500.0,5000.0,true,false,false,false,1250.0,500.0,false,true,false,false,false,4.0,2.0,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,['fibrous'],"['black', 'blue', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber', 'wood']",['v-shaped'],['striped'],"['harbor', 'lake', 'ocean', 'river']","['durable', 'fast', 'fragile', 'stable', 'tough', 'water-resistant']"
A30EHWESAXOGHH,boat,a small vessel for travel on water,"Red, blue, white, silver, green, black","Durable, water-repellent, buoyant, corrosion-resistant","To travel on water, to fish, to transport people or goods, for recreation",1.2,0.4,false,false,false,true,false,false,4.5,2.5,false,false,false,true,false,false,"Harbor, marina, lake, river, dock, boathouse","Fiberglass, wood, aluminum, plastic, steel","Plain, striped, logoed","Rectangular, streamlined, tapered ends",na,na,true,false,false,false,"Smooth, rough",15.0,10.0,true,false,false,false,350.0,150.0,false,true,false,false,false,1.8,0.5,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'blue', 'green', 'red', 'silver', 'white']","['plastic', 'wood']",['rectangle'],['striped'],"['boathouse', 'harbor', 'lake', 'river']","['corrosion-resistant', 'durable', 'water-resistant']"
A7JM7SSM5J4XP,boat,a small vessel for travel on water,"White, blue, red, green, black, grey, yellow, silver","Buoyant, water-resistant, stable (some types), portable (small ones), recreational, durable, seaworthy, noisy (motorized)","Transportation (on water), fishing, recreation, sport, rescue, cargo transport, leisure, exploration, touring",1.5,1.0,false,false,false,true,false,false,6.0,3.0,false,false,false,true,false,false,"Water (lake, river, ocean), dock, marina, harbor, trailer, backyard, boat ramp, dry storage","Fiberglass, aluminum, wood, steel, rubber/PVC (inflatable), plastic, foam, fabric (seats)","Solid color, stripes, brand logos, anti-slip patterns (deck), two-tone hull, registration numbers","Elongated, pointed (bow), flat (bottom), curved (hull), sleek, rounded, inflatable",25.0,20.0,true,false,false,false,"Smooth (fiberglass), rough (wood, anti-slip deck), metallic, rubbery (inflatable), gel-coated",30000.0,20000.0,true,false,false,false,1000.0,800.0,false,true,false,false,false,2.0,0.8,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'blue', 'green', 'grey', 'red', 'silver', 'white', 'yellow']","['fabric', 'plastic', 'rubber', 'wood']",['bow'],[],"['harbor', 'lake', 'ocean', 'river']","['durable', 'noisy', 'portable', 'stable', 'water-resistant']"
A2VQL5VN6Z3JF1,traffic light,a visual signal to control the flow of traffic at intersections,red,fraiable,to maintain a traffic,na,na,false,false,false,false,false,false,na,na,false,false,false,false,false,false,road,plastic,striped,rectangular,na,na,false,false,false,false,smooth,na,na,true,false,false,false,na,na,false,false,false,false,false,na,na,false,false,false,false,false,false,na,na,na,US dollars,na,na,[],['red'],['plastic'],['rectangle'],['striped'],[],[]
A2N06OYQOW4MIJ,traffic light,a visual signal to control the flow of traffic at intersections,"Red, Yellow, Green",Durable,To control traffic flow,1.2,0.1,false,false,false,true,false,false,0.5,0.05,false,false,false,true,false,false,"Intersections, roads","Metal, Plastic",Plain,Rectangular,60.0,10.0,true,false,false,false,Smooth,3000.0,500.0,true,false,false,false,20.0,5.0,false,true,false,false,false,0.4,0.05,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['green', 'red', 'yellow']","['metal', 'plastic']",['rectangle'],[],[],['durable']
A3DDC0Y7XGXJZK,traffic light,a visual signal to control the flow of traffic at intersections,"Black, dark grey .housing; Red, Yellow .Amber, Green","Static, rigid, durable, weather-resistant, highly visible, authoritative, automated, electrical, essential for traffic management","Regulating the flow of vehicular and pedestrian traffic, ensuring safety at intersections, indicating right-of-way, preventing collisions, managing congestion",25.0,10.0,true,false,false,false,false,false,75.0,25.0,true,false,false,false,false,false,"Road intersections, pedestrian crossings, railway crossings, toll booths, car park exits, industrial sites, private roads","Aluminum, steel, polycarbonate plastic, glass (lenses), LEDs (light source), electrical wiring","Vertical or horizontal arrangement of three (or more) circular lights; sometimes includes arrow shapes, bicycle symbols, or pedestrian figures; often a visor or hood over each light","Rectangular housing, Circular individual light lenses, sometimes square or arrow-shaped .",20.0,50.0,true,false,false,false,"Smooth .metal or plastic housing, glossy .glass or polycarbonate lenses., sometimes slightly textured on the back or sides",2000.0,1500.0,true,false,false,false,15.0,10.0,false,true,false,false,false,30.0,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'green', 'grey', 'red', 'yellow']","['glass', 'plastic']","['circular', 'lighthouse', 'rectangle', 'square']",[],['park'],"['automated', 'durable', 'essential', 'rigid', 'weather-resistant']"
A13ZMGX8VZY5YJ,fire hydrant,an upright hydrant for drawing water to use in fighting a fire,"Red, yellow, blue, silver, green, orange, white","Durable, weather-resistant, impact-resistant, water-repellent",To supply water for firefighting purposes,82.5,10.0,true,false,false,false,false,false,na,na,false,false,false,false,false,true,"Sidewalks, street corners, parking lots, industrial areas, urban/residential neighborhoods",Metal,"Plain, sometimes with raised lettering, fluting, or grooves for grip",CYLINDRICAL,na,na,true,false,false,false,"Rough, textured, metallic, sometimes smooth",1500.0,300.0,true,false,false,false,68.0,9.0,false,true,false,false,false,37.5,5.0,true,false,false,false,false,false,centimeters,na,celsius,US dollars,kilograms,centimeters,[],"['blue', 'green', 'orange', 'red', 'silver', 'white', 'yellow']",['metal'],['cylindrical'],[],['street'],"['durable', 'impact-resistant', 'water-resistant', 'weather-resistant']"
A3LA6U4J8JLGR6,fire hydrant,an upright hydrant for drawing water to use in fighting a fire,"Red, Yellow, Blue, Silver, Green, Orange","Durable, Weather-resistant, Water-tight, Impact-resistant","Providing water for firefighting, Flushing water systems, Emergency water access",-0.25,12.5,false,false,false,false,true,false,-0.09999999999999998,5.0,false,false,false,false,true,false,"Streetsides, Sidewalks, Public spaces, Near buildings, Parking lots, Industrial areas","Cast iron, Brass, Steel, Rubber, Plastic","Plain, Ribbed, Color-coded, Bolt patterns","Cylindrical, Dome-shaped, Rounded",na,na,false,false,false,true,"Rough, Smooth",1750.0,750.0,true,false,false,false,162.5,37.5,false,true,false,false,false,-0.09999999999999998,7.5,false,false,false,false,true,false,millimeters,millimeters,na,US dollars,kilograms,millimeters,[],"['blue', 'green', 'orange', 'red', 'silver', 'yellow']","['plastic', 'rubber']",['cylindrical'],[],[],"['durable', 'impact-resistant', 'weather-resistant']"
AMJSQUZG68YZ6,fire hydrant,an upright hydrant for drawing water to use in fighting a fire,"Red, yellow, silver, blue, green, orange","Durable, weather-resistant, corrosion-resistant, water-dispensing",To provide high-pressure water access for firefighting and emergency water supply,75.0,10.0,true,false,false,false,false,false,60.0,10.0,true,false,false,false,false,false,"Sidewalks, street corners, parking lots, near buildings (outdoors)","Cast iron, ductile iron, bronze (internal parts), steel (fasteners)","Plain, sometimes embossed with text or manufacturer marks","Cylindrical (main body), dome-shaped top, with lateral nozzle extensions",na,na,false,false,false,true,"Rough, ribbed, sometimes flaked paint",1500.0,500.0,true,false,false,false,65.0,15.0,false,true,false,false,false,45.0,5.0,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,[],"['blue', 'green', 'orange', 'red', 'silver', 'yellow']",[],['cylindrical'],[],['street'],"['corrosion-resistant', 'durable', 'weather-resistant']"
A6OGMQ601VV7U,stop sign,a sign visible from the street,Red (primary color)  White (text color)  Reflective white borders (to increase visibility),"Durable (designed to withstand weather conditions, such as rain or snow)  Weather-resistant (to endure extreme temperatures, rain, and sun exposure)",To signal drivers and pedestrians to stop their movement to ensure traffic safety.,60.0,5.0,true,false,false,false,false,false,60.0,5.0,true,false,false,false,false,false,"Streets (at intersections, crosswalks, etc.)  Highways (depending on the area)  Residential neighborhoods (near schools, traffic intersections)","Metal (aluminum, steel)  Reflective vinyl or plastic (for retro-reflectivity)",Plain (with white lettering and a red background),"Octagonal (8-sided, classic stop sign shape",15.0,10.0,true,false,false,false,Smooth (for metal or reflective plastic surfaces),150.0,20.0,true,false,false,false,3.5,0.5,false,true,false,false,false,80.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['color', 'red', 'white']","['metal', 'plastic']",['octagon'],[],[],"['durable', 'weather-resistant']"
A2H2EJZW4W05JT,stop sign,a sign visible from the street,"Red .dominant, White .lettering and border.","Stationary, rigid, durable, highly visible, reflective, authoritative, weather-resistant, commanding, unambiguous.","To inform drivers and pedestrians to come to a complete halt before proceeding, to assign right-of-way, to prevent collisions, to regulate traffic flow at intersections.",0.3,0.1,true,false,false,false,false,false,75.0,15.0,true,false,false,false,false,false,"Road intersections especially at T-junctions or where minor roads meet major ones, railway crossings, private road exits, construction zones, parking lot exits. In Bangladesh, while present, they might be less ubiquitous than in some Western countries and sometimes supplemented by human traffic direction.","Aluminum most common, steel less common, reflective sheeting e.g., retroreflective vinyl film, sometimes plastic for temporary or novelty signs.","The word ""STOP"" in white capital letters, a white border, a red background.",Octagonal (eight-sided).,na,na,true,false,false,false,"Smooth (reflective sheeting over metal), metallic back of the sign, slightly raised rivets or bolts for mounting.",50.0,30.0,true,false,false,false,3.0,1.0,false,true,false,false,false,75.0,15.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['red', 'white']",['plastic'],['octagon'],[],[],"['durable', 'rigid', 'stationary', 'weather-resistant']"
A1P8UL0AUOYTB4,stop sign,a sign visible from the street,red,"In the context of a stop sign, ""disposition"" refers to its intended function and the expected behavior it elicits.","The primary function of a stop sign is to regulate traffic flow at intersections and assign the right-of-way, according to the City of Grand Forks, ND",na,na,false,false,false,false,false,true,30.0,na,false,false,false,false,false,true,Approaches to through roadways: They are often placed on streets leading into through streets or highways to allow traffic on the main thoroughfare to proceed uninterrupted.,aluminum,"octagonal (eight-sided) shape with a red background, a white border, and the word ""STOP"" written in large, white, uppercase letters.",octagonal,na,na,false,false,false,true,"Smooth, Reflective Sheeting",na,na,true,false,false,false,na,na,false,false,true,false,false,30.0,na,false,false,false,false,false,true,na,na,na,US dollars,na,na,[],['red'],[],['octagon'],[],[],[]
A19BQKCS0MF3A5,parking meter,a coin-operated timer located next to a parking space,"gray, silver, black, blue, green, yellow","→ durable, weather-resistant, theft-resistant, sturdy","→ to collect parking fees, to time parking duration, to issue time-limited parking permissions",1.5,0.2,false,false,false,true,false,false,na,na,false,false,false,false,false,false,"sidewalks, streets, parking lots, curbsides, urban areas","→ metal (steel, aluminum), plastic, glass (display cover)","plain, with printed labels, numeric or digital displays; may include stickers or painted symbols",cylindrical post with a rounded or box-shaped meter head (can also be rectangular),na,na,false,false,false,true,"sidewalks, streets, parking lots, curbsides, urban areas",500.0,150.0,true,false,false,false,20.0,5.0,false,true,false,false,false,25.0,5.0,true,false,false,false,false,false,meters,na,na,US dollars,kilograms,centimeters,[],"['black', 'blue', 'green', 'grey', 'silver', 'yellow']","['glass', 'metal', 'plastic']","['cylindrical', 'rectangle']",[],[],"['durable', 'sturdy', 'weather-resistant']"
A7JM7SSM5J4XP,parking meter,a coin-operated timer located next to a parking space,"Grey, silver, black, yellow, sometimes blue or green","Sturdy, weatherproof, automated, public, functional, reliable, visible, sometimes vandalized","Collecting payment for parking, timing parking duration, displaying parking time, issuing tickets (some smart meters), managing parking spaces",120.0,30.0,true,false,false,false,false,false,20.0,10.0,true,false,false,false,false,false,"Sidewalk, street, parking lot, urban areas, city centers, commercial districts","Metal (steel, aluminum), plastic, glass (display), concrete (base, sometimes)","Solid color, digital display, coin slot, payment buttons, instructional text, sometimes solar panels","Cylindrical, rectangular, T-shaped (some older models), columnar, boxy (new smart meters)",25.0,30.0,true,false,false,false,"Smooth (metal, plastic), rough (concrete base), metallic, solid",500.0,300.0,true,false,false,false,15.0,10.0,false,true,false,false,false,20.0,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'blue', 'green', 'grey', 'or', 'silver', 'yellow']","['concrete', 'glass', 'metal', 'plastic']","['cylindrical', 'rectangle', 't-shaped']",[],['street'],"['automated', 'functional', 'public', 'reliable', 'sturdy', 'weather-resistant']"
